"date","state","cases","ma"
2020-02-26,"Alabama",0,NA
2020-02-27,"Alabama",0,NA
2020-02-28,"Alabama",0,NA
2020-02-29,"Alabama",0,0
2020-03-01,"Alabama",0,0
2020-03-02,"Alabama",0,0
2020-03-03,"Alabama",0,0
2020-03-04,"Alabama",0,0
2020-03-05,"Alabama",0,0
2020-03-06,"Alabama",0,0
2020-03-07,"Alabama",0,0
2020-03-08,"Alabama",0,0
2020-03-09,"Alabama",0,0
2020-03-10,"Alabama",0,0.857142857142857
2020-03-11,"Alabama",0,2.57142857142857
2020-03-12,"Alabama",0,5.85714285714286
2020-03-13,"Alabama",6,10
2020-03-14,"Alabama",12,15.5714285714286
2020-03-15,"Alabama",23,22.8571428571429
2020-03-16,"Alabama",29,34
2020-03-17,"Alabama",39,48.2857142857143
2020-03-18,"Alabama",51,65.2857142857143
2020-03-19,"Alabama",78,84.4285714285714
2020-03-20,"Alabama",106,108.285714285714
2020-03-21,"Alabama",131,137.285714285714
2020-03-22,"Alabama",157,185.142857142857
2020-03-23,"Alabama",196,250.857142857143
2020-03-24,"Alabama",242,327
2020-03-25,"Alabama",386,411.142857142857
2020-03-26,"Alabama",538,507.285714285714
2020-03-27,"Alabama",639,614.571428571429
2020-03-28,"Alabama",720,722.714285714286
2020-03-29,"Alabama",830,825.857142857143
2020-03-30,"Alabama",947,930.428571428571
2020-03-31,"Alabama",999,1058.42857142857
2020-04-01,"Alabama",1108,1188.71428571429
2020-04-02,"Alabama",1270,1333
2020-04-03,"Alabama",1535,1484.14285714286
2020-04-04,"Alabama",1632,1655.28571428571
2020-04-05,"Alabama",1840,1853.85714285714
2020-04-06,"Alabama",2005,2077.85714285714
2020-04-07,"Alabama",2197,2288.28571428571
2020-04-08,"Alabama",2498,2521.14285714286
2020-04-09,"Alabama",2838,2770.14285714286
2020-04-10,"Alabama",3008,3027.28571428571
2020-04-11,"Alabama",3262,3278.14285714286
2020-04-12,"Alabama",3583,3527.14285714286
2020-04-13,"Alabama",3805,3750.85714285714
2020-04-14,"Alabama",3953,3974.28571428571
2020-04-15,"Alabama",4241,4183
2020-04-16,"Alabama",4404,4371.57142857143
2020-04-17,"Alabama",4572,4553.42857142857
2020-04-18,"Alabama",4723,4749.71428571429
2020-04-19,"Alabama",4903,4945.28571428571
2020-04-20,"Alabama",5078,5149.28571428571
2020-04-21,"Alabama",5327,5357
2020-04-22,"Alabama",5610,5569.85714285714
2020-04-23,"Alabama",5832,5786.71428571429
2020-04-24,"Alabama",6026,5995.42857142857
2020-04-25,"Alabama",6213,6198.71428571429
2020-04-26,"Alabama",6421,6386.57142857143
2020-04-27,"Alabama",6539,6563.14285714286
2020-04-28,"Alabama",6750,6744.28571428571
2020-04-29,"Alabama",6925,6944
2020-04-30,"Alabama",7068,7153.57142857143
2020-05-01,"Alabama",7294,7378.28571428571
2020-05-02,"Alabama",7611,7619.28571428571
2020-05-03,"Alabama",7888,7871.57142857143
2020-05-04,"Alabama",8112,8154.14285714286
2020-05-05,"Alabama",8437,8452.85714285714
2020-05-06,"Alabama",8691,8746.71428571429
2020-05-07,"Alabama",9046,9032.57142857143
2020-05-08,"Alabama",9385,9325.71428571429
2020-05-09,"Alabama",9668,9615.28571428571
2020-05-10,"Alabama",9889,9902.28571428571
2020-05-11,"Alabama",10164,10195.8571428571
2020-05-12,"Alabama",10464,10479.8571428571
2020-05-13,"Alabama",10700,10766.4285714286
2020-05-14,"Alabama",11101,11035.2857142857
2020-05-15,"Alabama",11373,11309.8571428571
2020-05-16,"Alabama",11674,11583
2020-05-17,"Alabama",11771,11919
2020-05-18,"Alabama",12086,12249.4285714286
2020-05-19,"Alabama",12376,12577.5714285714
2020-05-20,"Alabama",13052,12931.1428571429
2020-05-21,"Alabama",13414,13317.8571428571
2020-05-22,"Alabama",13670,13732.1428571429
2020-05-23,"Alabama",14149,14199.8571428571
2020-05-24,"Alabama",14478,14625.5714285714
2020-05-25,"Alabama",14986,15070.7142857143
2020-05-26,"Alabama",15650,15550.8571428571
2020-05-27,"Alabama",16032,16009.4285714286
2020-05-28,"Alabama",16530,16505.7142857143
2020-05-29,"Alabama",17031,17012.5714285714
2020-05-30,"Alabama",17359,17458.4285714286
2020-05-31,"Alabama",17952,17861.1428571429
2020-06-01,"Alabama",18534,18224.2857142857
2020-06-02,"Alabama",18771,18560.8571428571
2020-06-03,"Alabama",18851,18944.2857142857
2020-06-04,"Alabama",19072,19308.2857142857
2020-06-05,"Alabama",19387,19649.8571428571
2020-06-06,"Alabama",20043,20028.5714285714
2020-06-07,"Alabama",20500,20476.8571428571
2020-06-08,"Alabama",20925,21015.8571428571
2020-06-09,"Alabama",21422,21633.4285714286
2020-06-10,"Alabama",21989,22284.5714285714
2020-06-11,"Alabama",22845,23015.2857142857
2020-06-12,"Alabama",23710,23779.1428571429
2020-06-13,"Alabama",24601,24563.4285714286
2020-06-14,"Alabama",25615,25323.8571428571
2020-06-15,"Alabama",26272,26089.7142857143
2020-06-16,"Alabama",26912,26845.7142857143
2020-06-17,"Alabama",27312,27552.5714285714
2020-06-18,"Alabama",28206,28182
2020-06-19,"Alabama",29002,28779.4285714286
2020-06-20,"Alabama",29549,29377.2857142857
2020-06-21,"Alabama",30021,30056.1428571429
2020-06-22,"Alabama",30454,30770.4285714286
2020-06-23,"Alabama",31097,31510.5714285714
2020-06-24,"Alabama",32064,32301.1428571429
2020-06-25,"Alabama",33206,33075.4285714286
2020-06-26,"Alabama",34183,34035.5714285714
2020-06-27,"Alabama",35083,35028.1428571429
2020-06-28,"Alabama",35441,36013.5714285714
2020-06-29,"Alabama",37175,37000
2020-06-30,"Alabama",38045,38097.4285714286
2020-07-01,"Alabama",38962,39208.7142857143
2020-07-02,"Alabama",40111,40424.7142857143
2020-07-03,"Alabama",41865,41525.1428571429
2020-07-04,"Alabama",42862,42630.8571428571
2020-07-05,"Alabama",43953,43773.7142857143
2020-07-06,"Alabama",44878,45068.4285714286
2020-07-07,"Alabama",45785,46303.1428571429
2020-07-08,"Alabama",46962,47601
2020-07-09,"Alabama",49174,48977.2857142857
2020-07-10,"Alabama",50508,50501.1428571429
2020-07-11,"Alabama",51947,52139.7142857143
2020-07-12,"Alabama",53587,53869
2020-07-13,"Alabama",55545,55571
2020-07-14,"Alabama",57255,57368.5714285714
2020-07-15,"Alabama",59067,59266.7142857143
2020-07-16,"Alabama",61088,61184.4285714286
2020-07-17,"Alabama",63091,63091
2020-07-18,"Alabama",65234,64962.8571428571
2020-07-19,"Alabama",67011,66783.7142857143
2020-07-20,"Alabama",68891,68658.5714285714
2020-07-21,"Alabama",70358,70503.4285714286
2020-07-22,"Alabama",71813,72345.7142857143
2020-07-23,"Alabama",74212,74100.4285714286
2020-07-24,"Alabama",76005,75846.7142857143
2020-07-25,"Alabama",78130,77562.1428571429
2020-07-26,"Alabama",79294,79272
2020-07-27,"Alabama",81115,80922
2020-07-28,"Alabama",82366,82596
2020-07-29,"Alabama",83782,84198.7142857143
2020-07-30,"Alabama",85762,85934.4285714286
2020-07-31,"Alabama",87723,87583.8571428571
2020-08-01,"Alabama",89349,89203.2857142857
2020-08-02,"Alabama",91444,90756.4285714286
2020-08-03,"Alabama",92661,92303.5714285714
2020-08-04,"Alabama",93702,93814.7142857143
2020-08-05,"Alabama",94654,95361
2020-08-06,"Alabama",96592,96773.8571428571
2020-08-07,"Alabama",98301,98253.7142857143
2020-08-08,"Alabama",100173,99703.5714285714
2020-08-09,"Alabama",101334,101151
2020-08-10,"Alabama",103020,102431.714285714
2020-08-11,"Alabama",103851,103575.714285714
2020-08-12,"Alabama",104786,104633.857142857
2020-08-13,"Alabama",105557,105648
2020-08-14,"Alabama",106309,106502.857142857
2020-08-15,"Alabama",107580,107432.857142857
2020-08-16,"Alabama",108433,108388.857142857
2020-08-17,"Alabama",109004,109373.428571429
2020-08-18,"Alabama",110361,110419.571428571
2020-08-19,"Alabama",111478,111412.714285714
2020-08-20,"Alabama",112449,112359.428571429
2020-08-21,"Alabama",113632,113460.285714286
2020-08-22,"Alabama",114532,114443.285714286
2020-08-23,"Alabama",115060,115554.142857143
2020-08-24,"Alabama",116710,116779
2020-08-25,"Alabama",117242,118000.857142857
2020-08-26,"Alabama",119254,119337.571428571
2020-08-27,"Alabama",121023,120791.142857143
2020-08-28,"Alabama",122185,122126.571428571
2020-08-29,"Alabama",123889,123608.571428571
2020-08-30,"Alabama",125235,124892.142857143
2020-08-31,"Alabama",126058,126072.428571429
2020-09-01,"Alabama",127616,127245
2020-09-02,"Alabama",128239,128375.571428571
2020-09-03,"Alabama",129285,129386.857142857
2020-09-04,"Alabama",130393,130374.714285714
2020-09-05,"Alabama",131803,131230.428571429
2020-09-06,"Alabama",132314,132113
2020-09-07,"Alabama",132973,133010.142857143
2020-09-08,"Alabama",133606,133911.571428571
2020-09-09,"Alabama",134417,134746.285714286
2020-09-10,"Alabama",135565,135666.428571429
2020-09-11,"Alabama",136703,136593
2020-09-12,"Alabama",137646,137529.285714286
2020-09-13,"Alabama",138755,138482.142857143
2020-09-14,"Alabama",139459,139366.714285714
2020-09-15,"Alabama",140160,140246.714285714
2020-09-16,"Alabama",141087,141177.857142857
2020-09-17,"Alabama",141757,142064.571428571
2020-09-18,"Alabama",142863,142967.571428571
2020-09-19,"Alabama",144164,143885.285714286
2020-09-20,"Alabama",144962,144751.857142857
2020-09-21,"Alabama",145780,145673.142857143
2020-09-22,"Alabama",146584,146786.714285714
2020-09-23,"Alabama",147153,147847.714285714
2020-09-24,"Alabama",148206,148899
2020-09-25,"Alabama",150658,149928
2020-09-26,"Alabama",151591,150923.714285714
2020-09-27,"Alabama",152321,152002
2020-09-28,"Alabama",152983,153078.857142857
2020-09-29,"Alabama",153554,153941.714285714
2020-09-30,"Alabama",154701,154911.571428571
2020-10-01,"Alabama",155744,155889.857142857
2020-10-02,"Alabama",156698,156851.285714286
2020-10-03,"Alabama",158380,157840.285714286
2020-10-04,"Alabama",159169,158799.857142857
2020-10-05,"Alabama",159713,159690
2020-10-06,"Alabama",160477,160656.714285714
2020-10-07,"Alabama",161418,161534.714285714
2020-10-08,"Alabama",161975,162416.571428571
2020-10-09,"Alabama",163465,163325.571428571
2020-10-10,"Alabama",164526,NA
2020-10-11,"Alabama",165342,NA
2020-10-12,"Alabama",166076,NA
2020-02-26,"Alaska",0,NA
2020-02-27,"Alaska",0,NA
2020-02-28,"Alaska",0,NA
2020-02-29,"Alaska",0,0
2020-03-01,"Alaska",0,0
2020-03-02,"Alaska",0,0
2020-03-03,"Alaska",0,0
2020-03-04,"Alaska",0,0
2020-03-05,"Alaska",0,0
2020-03-06,"Alaska",0,0
2020-03-07,"Alaska",0,0
2020-03-08,"Alaska",0,0
2020-03-09,"Alaska",0,0.142857142857143
2020-03-10,"Alaska",0,0.285714285714286
2020-03-11,"Alaska",0,0.428571428571429
2020-03-12,"Alaska",1,0.571428571428571
2020-03-13,"Alaska",1,1
2020-03-14,"Alaska",1,1.85714285714286
2020-03-15,"Alaska",1,3.14285714285714
2020-03-16,"Alaska",3,4.71428571428571
2020-03-17,"Alaska",6,6.57142857142857
2020-03-18,"Alaska",9,9.42857142857143
2020-03-19,"Alaska",12,12.4285714285714
2020-03-20,"Alaska",14,17.1428571428571
2020-03-21,"Alaska",21,22.2857142857143
2020-03-22,"Alaska",22,29.4285714285714
2020-03-23,"Alaska",36,37.5714285714286
2020-03-24,"Alaska",42,47.7142857142857
2020-03-25,"Alaska",59,59.2857142857143
2020-03-26,"Alaska",69,72.4285714285714
2020-03-27,"Alaska",85,84.4285714285714
2020-03-28,"Alaska",102,97.4285714285714
2020-03-29,"Alaska",114,109.428571428571
2020-03-30,"Alaska",120,120.428571428571
2020-03-31,"Alaska",133,130.571428571429
2020-04-01,"Alaska",143,140.142857142857
2020-04-02,"Alaska",146,150
2020-04-03,"Alaska",156,159.857142857143
2020-04-04,"Alaska",169,171
2020-04-05,"Alaska",183,182.571428571429
2020-04-06,"Alaska",189,195
2020-04-07,"Alaska",211,207.571428571429
2020-04-08,"Alaska",224,219.857142857143
2020-04-09,"Alaska",233,232.285714285714
2020-04-10,"Alaska",244,244.571428571429
2020-04-11,"Alaska",255,254.857142857143
2020-04-12,"Alaska",270,264.428571428571
2020-04-13,"Alaska",275,273.714285714286
2020-04-14,"Alaska",283,282.714285714286
2020-04-15,"Alaska",291,290.857142857143
2020-04-16,"Alaska",298,297.571428571429
2020-04-17,"Alaska",307,303.857142857143
2020-04-18,"Alaska",312,310.142857142857
2020-04-19,"Alaska",317,316.142857142857
2020-04-20,"Alaska",319,321.428571428571
2020-04-21,"Alaska",327,325.714285714286
2020-04-22,"Alaska",333,329.285714285714
2020-04-23,"Alaska",335,332.428571428571
2020-04-24,"Alaska",337,335.857142857143
2020-04-25,"Alaska",337,339
2020-04-26,"Alaska",339,341.857142857143
2020-04-27,"Alaska",343,344.428571428571
2020-04-28,"Alaska",349,348
2020-04-29,"Alaska",353,351.714285714286
2020-04-30,"Alaska",353,355.571428571429
2020-05-01,"Alaska",362,359.142857142857
2020-05-02,"Alaska",363,362
2020-05-03,"Alaska",366,364.428571428571
2020-05-04,"Alaska",368,367.285714285714
2020-05-05,"Alaska",369,369.285714285714
2020-05-06,"Alaska",370,371.285714285714
2020-05-07,"Alaska",373,373
2020-05-08,"Alaska",376,374.714285714286
2020-05-09,"Alaska",377,376.714285714286
2020-05-10,"Alaska",378,378.571428571429
2020-05-11,"Alaska",380,380.571428571429
2020-05-12,"Alaska",383,382.285714285714
2020-05-13,"Alaska",383,384.428571428571
2020-05-14,"Alaska",387,387
2020-05-15,"Alaska",388,389.714285714286
2020-05-16,"Alaska",392,392
2020-05-17,"Alaska",396,394.714285714286
2020-05-18,"Alaska",399,396.857142857143
2020-05-19,"Alaska",399,399.142857142857
2020-05-20,"Alaska",402,401.571428571429
2020-05-21,"Alaska",402,403.428571428571
2020-05-22,"Alaska",404,405.285714285714
2020-05-23,"Alaska",409,407.714285714286
2020-05-24,"Alaska",409,409.857142857143
2020-05-25,"Alaska",412,413.857142857143
2020-05-26,"Alaska",416,418.428571428571
2020-05-27,"Alaska",417,423
2020-05-28,"Alaska",430,431.571428571429
2020-05-29,"Alaska",436,440.714285714286
2020-05-30,"Alaska",441,452.285714285714
2020-05-31,"Alaska",469,466.428571428571
2020-06-01,"Alaska",476,482.428571428571
2020-06-02,"Alaska",497,500.857142857143
2020-06-03,"Alaska",516,520.571428571429
2020-06-04,"Alaska",542,537.571428571429
2020-06-05,"Alaska",565,556.285714285714
2020-06-06,"Alaska",579,573.857142857143
2020-06-07,"Alaska",588,591.857142857143
2020-06-08,"Alaska",607,609.571428571429
2020-06-09,"Alaska",620,627.142857142857
2020-06-10,"Alaska",642,647.571428571429
2020-06-11,"Alaska",666,668.428571428571
2020-06-12,"Alaska",688,687.142857142857
2020-06-13,"Alaska",722,705.857142857143
2020-06-14,"Alaska",734,725
2020-06-15,"Alaska",738,743.428571428571
2020-06-16,"Alaska",751,762.428571428571
2020-06-17,"Alaska",776,780
2020-06-18,"Alaska",795,797.857142857143
2020-06-19,"Alaska",821,816.571428571429
2020-06-20,"Alaska",845,838.571428571429
2020-06-21,"Alaska",859,860
2020-06-22,"Alaska",869,885.142857142857
2020-06-23,"Alaska",905,910.857142857143
2020-06-24,"Alaska",926,936.857142857143
2020-06-25,"Alaska",971,965.571428571429
2020-06-26,"Alaska",1001,996.428571428571
2020-06-27,"Alaska",1027,1028.85714285714
2020-06-28,"Alaska",1060,1064.28571428571
2020-06-29,"Alaska",1085,1100.42857142857
2020-06-30,"Alaska",1132,1140.85714285714
2020-07-01,"Alaska",1174,1185.42857142857
2020-07-02,"Alaska",1224,1229.85714285714
2020-07-03,"Alaska",1284,1275
2020-07-04,"Alaska",1339,1316.57142857143
2020-07-05,"Alaska",1371,1359.14285714286
2020-07-06,"Alaska",1401,1401.57142857143
2020-07-07,"Alaska",1423,1443.71428571429
2020-07-08,"Alaska",1472,1489
2020-07-09,"Alaska",1521,1546.28571428571
2020-07-10,"Alaska",1579,1609.42857142857
2020-07-11,"Alaska",1656,1677.14285714286
2020-07-12,"Alaska",1772,1746.57142857143
2020-07-13,"Alaska",1843,1819.85714285714
2020-07-14,"Alaska",1897,1891.85714285714
2020-07-15,"Alaska",1958,1963.42857142857
2020-07-16,"Alaska",2034,2035.28571428571
2020-07-17,"Alaska",2083,2116.57142857143
2020-07-18,"Alaska",2157,2206
2020-07-19,"Alaska",2275,2300.14285714286
2020-07-20,"Alaska",2412,2392.71428571429
2020-07-21,"Alaska",2523,2487.42857142857
2020-07-22,"Alaska",2617,2588.71428571429
2020-07-23,"Alaska",2682,2706.57142857143
2020-07-24,"Alaska",2746,2819.71428571429
2020-07-25,"Alaska",2866,2937.57142857143
2020-07-26,"Alaska",3100,3055.14285714286
2020-07-27,"Alaska",3204,3180.14285714286
2020-07-28,"Alaska",3348,3312.85714285714
2020-07-29,"Alaska",3440,3449.85714285714
2020-07-30,"Alaska",3557,3575.85714285714
2020-07-31,"Alaska",3675,3698.42857142857
2020-08-01,"Alaska",3825,3809.14285714286
2020-08-02,"Alaska",3982,3915
2020-08-03,"Alaska",4062,4009.85714285714
2020-08-04,"Alaska",4123,4097.14285714286
2020-08-05,"Alaska",4181,4175.14285714286
2020-08-06,"Alaska",4221,4245
2020-08-07,"Alaska",4286,4312.85714285714
2020-08-08,"Alaska",4371,4379.14285714286
2020-08-09,"Alaska",4471,4446.57142857143
2020-08-10,"Alaska",4537,4521.85714285714
2020-08-11,"Alaska",4587,4604.85714285714
2020-08-12,"Alaska",4653,4687.85714285714
2020-08-13,"Alaska",4748,4771.71428571429
2020-08-14,"Alaska",4867,4853.28571428571
2020-08-15,"Alaska",4952,4937.28571428571
2020-08-16,"Alaska",5058,5021.85714285714
2020-08-17,"Alaska",5108,5105
2020-08-18,"Alaska",5175,5181.28571428571
2020-08-19,"Alaska",5245,5258.42857142857
2020-08-20,"Alaska",5330,5329.57142857143
2020-08-21,"Alaska",5401,5403.57142857143
2020-08-22,"Alaska",5492,5467.28571428571
2020-08-23,"Alaska",5556,5528.14285714286
2020-08-24,"Alaska",5626,5588.42857142857
2020-08-25,"Alaska",5621,5656
2020-08-26,"Alaska",5671,5726.42857142857
2020-08-27,"Alaska",5752,5795
2020-08-28,"Alaska",5874,5859.14285714286
2020-08-29,"Alaska",5985,5928.85714285714
2020-08-30,"Alaska",6036,6001.71428571429
2020-08-31,"Alaska",6075,6078.14285714286
2020-09-01,"Alaska",6109,6155.57142857143
2020-09-02,"Alaska",6181,6231.14285714286
2020-09-03,"Alaska",6287,6312.14285714286
2020-09-04,"Alaska",6416,6392.42857142857
2020-09-05,"Alaska",6514,6472.57142857143
2020-09-06,"Alaska",6603,6551.71428571429
2020-09-07,"Alaska",6637,6633.57142857143
2020-09-08,"Alaska",6670,6712.42857142857
2020-09-09,"Alaska",6735,6792.42857142857
2020-09-10,"Alaska",6860,6868.57142857143
2020-09-11,"Alaska",6968,6950.85714285714
2020-09-12,"Alaska",7074,7034.57142857143
2020-09-13,"Alaska",7136,7116.42857142857
2020-09-14,"Alaska",7213,7195.42857142857
2020-09-15,"Alaska",7256,7275.42857142857
2020-09-16,"Alaska",7308,7352.42857142857
2020-09-17,"Alaska",7413,7433.57142857143
2020-09-18,"Alaska",7528,7513.85714285714
2020-09-19,"Alaska",7613,7594.57142857143
2020-09-20,"Alaska",7704,7675.57142857143
2020-09-21,"Alaska",7775,7761.57142857143
2020-09-22,"Alaska",7821,7848
2020-09-23,"Alaska",7875,7938.14285714286
2020-09-24,"Alaska",8015,8031.71428571429
2020-09-25,"Alaska",8133,8132
2020-09-26,"Alaska",8244,8243.57142857143
2020-09-27,"Alaska",8359,8362.42857142857
2020-09-28,"Alaska",8477,8480
2020-09-29,"Alaska",8602,8598.71428571429
2020-09-30,"Alaska",8707,8722.57142857143
2020-10-01,"Alaska",8838,8857
2020-10-02,"Alaska",8964,9004.71428571429
2020-10-03,"Alaska",9111,9155.28571428571
2020-10-04,"Alaska",9300,9309.14285714286
2020-10-05,"Alaska",9511,9463.57142857143
2020-10-06,"Alaska",9656,9625.71428571429
2020-10-07,"Alaska",9784,9802.71428571429
2020-10-08,"Alaska",9919,9989.57142857143
2020-10-09,"Alaska",10099,10174.4285714286
2020-10-10,"Alaska",10350,NA
2020-10-11,"Alaska",10608,NA
2020-10-12,"Alaska",10805,NA
2020-02-26,"Arizona",1,NA
2020-02-27,"Arizona",1,NA
2020-02-28,"Arizona",1,NA
2020-02-29,"Arizona",1,1.14285714285714
2020-03-01,"Arizona",1,1.28571428571429
2020-03-02,"Arizona",1,1.42857142857143
2020-03-03,"Arizona",2,1.71428571428571
2020-03-04,"Arizona",2,2.28571428571429
2020-03-05,"Arizona",2,2.85714285714286
2020-03-06,"Arizona",3,3.57142857142857
2020-03-07,"Arizona",5,4.14285714285714
2020-03-08,"Arizona",5,5.14285714285714
2020-03-09,"Arizona",6,6.14285714285714
2020-03-10,"Arizona",6,7
2020-03-11,"Arizona",9,8
2020-03-12,"Arizona",9,9.14285714285714
2020-03-13,"Arizona",9,10.8571428571429
2020-03-14,"Arizona",12,12.8571428571429
2020-03-15,"Arizona",13,15.5714285714286
2020-03-16,"Arizona",18,21
2020-03-17,"Arizona",20,29.7142857142857
2020-03-18,"Arizona",28,42.8571428571429
2020-03-19,"Arizona",47,62.8571428571429
2020-03-20,"Arizona",70,93.7142857142857
2020-03-21,"Arizona",104,137.428571428571
2020-03-22,"Arizona",153,190.857142857143
2020-03-23,"Arizona",234,256.714285714286
2020-03-24,"Arizona",326,341.714285714286
2020-03-25,"Arizona",402,437.285714285714
2020-03-26,"Arizona",508,548.285714285714
2020-03-27,"Arizona",665,681.857142857143
2020-03-28,"Arizona",773,820.714285714286
2020-03-29,"Arizona",930,965.142857142857
2020-03-30,"Arizona",1169,1121.14285714286
2020-03-31,"Arizona",1298,1278.85714285714
2020-04-01,"Arizona",1413,1456.85714285714
2020-04-02,"Arizona",1600,1648.14285714286
2020-04-03,"Arizona",1769,1833.42857142857
2020-04-04,"Arizona",2019,2016.14285714286
2020-04-05,"Arizona",2269,2203.71428571429
2020-04-06,"Arizona",2466,2406.28571428571
2020-04-07,"Arizona",2577,2598.14285714286
2020-04-08,"Arizona",2726,2794.42857142857
2020-04-09,"Arizona",3018,2975.85714285714
2020-04-10,"Arizona",3112,3152.42857142857
2020-04-11,"Arizona",3393,3328
2020-04-12,"Arizona",3539,3504.57142857143
2020-04-13,"Arizona",3702,3678.28571428571
2020-04-14,"Arizona",3806,3877.57142857143
2020-04-15,"Arizona",3962,4067
2020-04-16,"Arizona",4234,4265.57142857143
2020-04-17,"Arizona",4507,4460.14285714286
2020-04-18,"Arizona",4719,4666.57142857143
2020-04-19,"Arizona",4929,4880.42857142857
2020-04-20,"Arizona",5064,5099.71428571429
2020-04-21,"Arizona",5251,5319.42857142857
2020-04-22,"Arizona",5459,5542.42857142857
2020-04-23,"Arizona",5769,5770.57142857143
2020-04-24,"Arizona",6045,6006.57142857143
2020-04-25,"Arizona",6280,6249
2020-04-26,"Arizona",6526,6498
2020-04-27,"Arizona",6716,6766.42857142857
2020-04-28,"Arizona",6948,7040.28571428571
2020-04-29,"Arizona",7202,7338
2020-04-30,"Arizona",7648,7640
2020-05-01,"Arizona",7962,7954.71428571429
2020-05-02,"Arizona",8364,8291.42857142857
2020-05-03,"Arizona",8640,8649.28571428571
2020-05-04,"Arizona",8919,8977.42857142857
2020-05-05,"Arizona",9305,9343.71428571429
2020-05-06,"Arizona",9707,9714.57142857143
2020-05-07,"Arizona",9945,10068.7142857143
2020-05-08,"Arizona",10526,10420.2857142857
2020-05-09,"Arizona",10960,10767.5714285714
2020-05-10,"Arizona",11119,11120.2857142857
2020-05-11,"Arizona",11380,11510.1428571429
2020-05-12,"Arizona",11736,11887.7142857143
2020-05-13,"Arizona",12176,12269.2857142857
2020-05-14,"Arizona",12674,12671.8571428571
2020-05-15,"Arizona",13169,13070.4285714286
2020-05-16,"Arizona",13631,13474.7142857143
2020-05-17,"Arizona",13937,13863.4285714286
2020-05-18,"Arizona",14170,14240.7142857143
2020-05-19,"Arizona",14566,14589.1428571429
2020-05-20,"Arizona",14897,14933.2857142857
2020-05-21,"Arizona",15315,15276.4285714286
2020-05-22,"Arizona",15608,15618
2020-05-23,"Arizona",16040,15934.7142857143
2020-05-24,"Arizona",16339,16272.5714285714
2020-05-25,"Arizona",16561,16622.2857142857
2020-05-26,"Arizona",16783,17030.4285714286
2020-05-27,"Arizona",17262,17489.7142857143
2020-05-28,"Arizona",17763,18003.5714285714
2020-05-29,"Arizona",18465,18512.4285714286
2020-05-30,"Arizona",19255,19150.5714285714
2020-05-31,"Arizona",19936,19862.4285714286
2020-06-01,"Arizona",20123,20584.5714285714
2020-06-02,"Arizona",21250,21428
2020-06-03,"Arizona",22245,22322.5714285714
2020-06-04,"Arizona",22818,23320.8571428571
2020-06-05,"Arizona",24369,24412
2020-06-06,"Arizona",25517,25432.8571428571
2020-06-07,"Arizona",26924,26538
2020-06-08,"Arizona",27761,27781.8571428571
2020-06-09,"Arizona",28396,29038.7142857143
2020-06-10,"Arizona",29981,30361
2020-06-11,"Arizona",31525,31650.8571428571
2020-06-12,"Arizona",33167,32971.4285714286
2020-06-13,"Arizona",34773,34528.8571428571
2020-06-14,"Arizona",35953,36125.7142857143
2020-06-15,"Arizona",37005,37869.4285714286
2020-06-16,"Arizona",39298,39833.2857142857
2020-06-17,"Arizona",41159,42036.8571428571
2020-06-18,"Arizona",43731,44424.4285714286
2020-06-19,"Arizona",46914,46961.8571428571
2020-06-20,"Arizona",50198,49690.2857142857
2020-06-21,"Arizona",52666,52411.4285714286
2020-06-22,"Arizona",54767,55206.5714285714
2020-06-23,"Arizona",58397,58029.7142857143
2020-06-24,"Arizona",60207,60880.2857142857
2020-06-25,"Arizona",63297,63922.4285714286
2020-06-26,"Arizona",66676,66756
2020-06-27,"Arizona",70152,69756.2857142857
2020-06-28,"Arizona",73961,73177
2020-06-29,"Arizona",74602,76633.8571428571
2020-06-30,"Arizona",79399,80236.4285714286
2020-07-01,"Arizona",84152,83731.2857142857
2020-07-02,"Arizona",87495,87183.4285714286
2020-07-03,"Arizona",91894,91032
2020-07-04,"Arizona",94616,94712
2020-07-05,"Arizona",98126,98220.2857142857
2020-07-06,"Arizona",101542,101832.857142857
2020-07-07,"Arizona",105159,105411.857142857
2020-07-08,"Arizona",108710,109036.857142857
2020-07-09,"Arizona",112783,112515.857142857
2020-07-10,"Arizona",116947,115712.285714286
2020-07-11,"Arizona",119991,118993.285714286
2020-07-12,"Arizona",122479,122236.285714286
2020-07-13,"Arizona",123917,125371.571428571
2020-07-14,"Arizona",128126,128461.285714286
2020-07-15,"Arizona",131411,131510.142857143
2020-07-16,"Arizona",134730,134533.714285714
2020-07-17,"Arizona",138575,137591.285714286
2020-07-18,"Arizona",141333,140534.714285714
2020-07-19,"Arizona",143644,143284.428571429
2020-07-20,"Arizona",145320,145898.571428571
2020-07-21,"Arizona",148730,148443.857142857
2020-07-22,"Arizona",150659,151118.428571429
2020-07-23,"Arizona",153029,153746.571428571
2020-07-24,"Arizona",156392,156403.428571429
2020-07-25,"Arizona",160055,158869.714285714
2020-07-26,"Arizona",162041,161398.571428571
2020-07-27,"Arizona",163918,163952.285714286
2020-07-28,"Arizona",165994,166483.142857143
2020-07-29,"Arizona",168361,168906.571428571
2020-07-30,"Arizona",170905,171254
2020-07-31,"Arizona",174108,173480.857142857
2020-08-01,"Arizona",177019,175558.428571429
2020-08-02,"Arizona",178473,177539.714285714
2020-08-03,"Arizona",179506,179373.857142857
2020-08-04,"Arizona",180537,180944.714285714
2020-08-05,"Arizona",182230,182260
